id,sender_id,receiver_id,content,type,file_url,file_name,file_size,edited,reactions,created_at,read_at,reply_to_id
000f5628-6168-45ab-8ddf-6328c9692f16,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,he is elder brother in our family,text,,,,false,,2026-05-04 18:00:38.475232+00,2026-05-04 18:00:37.372+00,26f6f5b4-df65-4fd9-9aea-c7cfe0ca9a27
00109e17-3339-4362-a6b4-aaca30f71ac1,550e8400-e29b-41d4-a716-446655440001,550e8400-e29b-41d4-a716-446655440002,again see problem for me,text,,,,false,,2026-04-14 11:47:38.158669+00,2026-04-14 11:47:39.386+00,
00118423-184a-4ade-a38e-eb4a2d98d0bb,550e8400-e29b-41d4-a716-446655440001,550e8400-e29b-41d4-a716-446655440002,i will add in memories if u want,text,,,,false,,2026-04-25 10:26:54.940582+00,2026-04-25 10:26:57.162+00,
00119865-3c67-4814-918e-68dfe0fe9e97,550e8400-e29b-41d4-a716-446655440001,550e8400-e29b-41d4-a716-446655440002,byeeeeeeeee,text,,,,false,,2026-04-27 16:41:20.578248+00,2026-04-27 16:41:22.718+00,
0011d808-b14e-4be3-b96f-2969d80af2f5,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,huy,text,,,,false,,2026-03-15 13:51:37.51804+00,2026-03-15 13:51:33.69+00,
00120b4f-b4f4-4aae-8141-f286211bd8fc,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,"{""sdp"":""v=0\r\no=- 7724848030826238912 2 IN IP4 127.0.0.1\r\ns=-\r\nt=0 0\r\na=group:BUNDLE 0 1\r\na=extmap-allow-mixed\r\na=msid-semantic: WMS b3254cb5-2aa7-47f1-b47f-ecfe809d8f06\r\nm=audio 9 UDP/TLS/RTP/SAVPF 111 63 9 0 8 13 110 126\r\nc=IN IP4 0.0.0.0\r\na=rtcp:9 IN IP4 0.0.0.0\r\na=ice-ufrag:O9YI\r\na=ice-pwd:1YhrtUSSuYKopcZyq12MepoD\r\na=ice-options:trickle\r\na=fingerprint:sha-256 29:37:23:04:39:65:AE:21:A0:E8:6F:67:21:E9:E9:A2:E5:80:CE:34:CF:75:97:84:AC:01:7F:BB:08:96:DB:54\r\na=setup:active\r\na=mid:0\r\na=extmap:1 urn:ietf:params:rtp-hdrext:ssrc-audio-level\r\na=extmap:2 http://www.webrtc.org/experiments/rtp-hdrext/abs-send-time\r\na=extmap:3 http://www.ietf.org/id/draft-holmer-rmcat-transport-wide-cc-extensions-01\r\na=extmap:4 urn:ietf:params:rtp-hdrext:sdes:mid\r\na=sendrecv\r\na=msid:b3254cb5-2aa7-47f1-b47f-ecfe809d8f06 9b5dc369-2a70-4c02-b9c2-1abb5df5da1d\r\na=rtcp-mux\r\na=rtcp-rsize\r\na=rtpmap:111 opus/48000/2\r\na=rtcp-fb:111 transport-cc\r\na=fmtp:111 minptime=10;useinbandfec=1\r\na=rtpmap:63 red/48000/2\r\na=fmtp:63 111/111\r\na=rtpmap:9 G722/8000\r\na=rtpmap:0 PCMU/8000\r\na=rtpmap:8 PCMA/8000\r\na=rtpmap:13 CN/8000\r\na=rtpmap:110 telephone-event/48000\r\na=rtpmap:126 telephone-event/8000\r\na=ssrc:3897186464 cname:Tja7go7/+AmRGgrc\r\nm=video 9 UDP/TLS/RTP/SAVPF 96 97 103 104 109 114 117 118 45 46 98 99 119 120 123 124 125\r\nc=IN IP4 0.0.0.0\r\na=rtcp:9 IN IP4 0.0.0.0\r\na=ice-ufrag:O9YI\r\na=ice-pwd:1YhrtUSSuYKopcZyq12MepoD\r\na=ice-options:trickle\r\na=fingerprint:sha-256 29:37:23:04:39:65:AE:21:A0:E8:6F:67:21:E9:E9:A2:E5:80:CE:34:CF:75:97:84:AC:01:7F:BB:08:96:DB:54\r\na=setup:active\r\na=mid:1\r\na=extmap:14 urn:ietf:params:rtp-hdrext:toffset\r\na=extmap:2 http://www.webrtc.org/experiments/rtp-hdrext/abs-send-time\r\na=extmap:13 urn:3gpp:video-orientation\r\na=extmap:3 http://www.ietf.org/id/draft-holmer-rmcat-transport-wide-cc-extensions-01\r\na=extmap:5 http://www.webrtc.org/experiments/rtp-hdrext/playout-delay\r\na=extmap:6 http://www.webrtc.org/experiments/rtp-hdrext/video-content-type\r\na=extmap:7 http://www.webrtc.org/experiments/rtp-hdrext/video-timing\r\na=extmap:8 http://www.webrtc.org/experiments/rtp-hdrext/color-space\r\na=extmap:4 urn:ietf:params:rtp-hdrext:sdes:mid\r\na=extmap:10 urn:ietf:params:rtp-hdrext:sdes:rtp-stream-id\r\na=extmap:11 urn:ietf:params:rtp-hdrext:sdes:repaired-rtp-stream-id\r\na=sendrecv\r\na=msid:b3254cb5-2aa7-47f1-b47f-ecfe809d8f06 6aefa734-0f15-42c9-888c-48a66b15f6ae\r\na=rtcp-mux\r\na=rtcp-rsize\r\na=rtpmap:96 VP8/90000\r\na=rtcp-fb:96 goog-remb\r\na=rtcp-fb:96 transport-cc\r\na=rtcp-fb:96 ccm fir\r\na=rtcp-fb:96 nack\r\na=rtcp-fb:96 nack pli\r\na=rtpmap:97 rtx/90000\r\na=fmtp:97 apt=96\r\na=rtpmap:103 H264/90000\r\na=rtcp-fb:103 goog-remb\r\na=rtcp-fb:103 transport-cc\r\na=rtcp-fb:103 ccm fir\r\na=rtcp-fb:103 nack\r\na=rtcp-fb:103 nack pli\r\na=fmtp:103 level-asymmetry-allowed=1;packetization-mode=1;profile-level-id=42001f\r\na=rtpmap:104 rtx/90000\r\na=fmtp:104 apt=103\r\na=rtpmap:109 H264/90000\r\na=rtcp-fb:109 goog-remb\r\na=rtcp-fb:109 transport-cc\r\na=rtcp-fb:109 ccm fir\r\na=rtcp-fb:109 nack\r\na=rtcp-fb:109 nack pli\r\na=fmtp:109 level-asymmetry-allowed=1;packetization-mode=1;profile-level-id=42e01f\r\na=rtpmap:114 rtx/90000\r\na=fmtp:114 apt=109\r\na=rtpmap:117 H264/90000\r\na=rtcp-fb:117 goog-remb\r\na=rtcp-fb:117 transport-cc\r\na=rtcp-fb:117 ccm fir\r\na=rtcp-fb:117 nack\r\na=rtcp-fb:117 nack pli\r\na=fmtp:117 level-asymmetry-allowed=1;packetization-mode=1;profile-level-id=4d001f\r\na=rtpmap:118 rtx/90000\r\na=fmtp:118 apt=117\r\na=rtpmap:45 AV1/90000\r\na=rtcp-fb:45 goog-remb\r\na=rtcp-fb:45 transport-cc\r\na=rtcp-fb:45 ccm fir\r\na=rtcp-fb:45 nack\r\na=rtcp-fb:45 nack pli\r\na=fmtp:45 level-idx=5;profile=0;tier=0\r\na=rtpmap:46 rtx/90000\r\na=fmtp:46 apt=45\r\na=rtpmap:98 VP9/90000\r\na=rtcp-fb:98 goog-remb\r\na=rtcp-fb:98 transport-cc\r\na=rtcp-fb:98 ccm fir\r\na=rtcp-fb:98 nack\r\na=rtcp-fb:98 nack pli\r\na=fmtp:98 profile-id=0\r\na=rtpmap:99 rtx/90000\r\na=fmtp:99 apt=98\r\na=rtpmap:119 H264/90000\r\na=rtcp-fb:119 goog-remb\r\na=rtcp-fb:119 transport-cc\r\na=rtcp-fb:119 ccm fir\r\na=rtcp-fb:119 nack\r\na=rtcp-fb:119 nack pli\r\na=fmtp:119 level-asymmetry-allowed=1;packetization-mode=1;profile-level-id=64001f\r\na=rtpmap:120 rtx/90000\r\na=fmtp:120 apt=119\r\na=rtpmap:123 red/90000\r\na=rtpmap:124 rtx/90000\r\na=fmtp:124 apt=123\r\na=rtpmap:125 ulpfec/90000\r\na=ssrc-group:FID 284203808 358867635\r\na=ssrc:284203808 cname:Tja7go7/+AmRGgrc\r\na=ssrc:358867635 cname:Tja7go7/+AmRGgrc\r\n"",""type"":""answer""}",call_answer,,,,false,,2026-02-14 16:23:16.484515+00,2026-02-14 16:23:56.368+00,
00126803-5212-4554-9662-b71873e5acf8,550e8400-e29b-41d4-a716-446655440001,550e8400-e29b-41d4-a716-446655440002,"In bus ",text,,,,false,,2026-05-02 00:45:14.307693+00,2026-05-02 00:50:05.988+00,
00136280-88c3-4b95-a626-d6fc7d3e8479,550e8400-e29b-41d4-a716-446655440001,550e8400-e29b-41d4-a716-446655440002,em ayna sare,text,,,,false,,2026-04-27 11:38:13.344662+00,2026-04-27 11:38:15.056+00,
0017c3c0-89c1-433a-9d35-a24e64852fe2,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,i realy really want u in my blanket,text,,,,false,,2026-03-06 20:14:49.801335+00,2026-03-06 20:14:49.788+00,
001c1075-eb16-4224-a34a-2ffb5c8e6e50,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,Oily yes,text,,,,false,,2026-04-02 03:17:05.928193+00,2026-04-02 03:17:05.856+00,
001c7204-e3dd-43a7-99f4-48c44770ffa5,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,it will blend into skintakestime,text,,,,false,,2026-04-16 03:15:27.818799+00,2026-04-16 03:25:03.392+00,
001e929f-8c0d-4d4f-89a2-d88352a2987e,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,What doing u,text,,,,false,,2026-02-27 04:18:43.93577+00,2026-02-27 04:18:43.733+00,
0020d239-a1f3-496e-92d5-d45e0e5469b7,550e8400-e29b-41d4-a716-446655440001,550e8400-e29b-41d4-a716-446655440002,No ur not babe,text,,,,false,,2026-03-26 12:10:15.164678+00,2026-03-26 12:10:15.494+00,
002348ae-6220-4a24-8a33-125bf35972fb,550e8400-e29b-41d4-a716-446655440001,550e8400-e29b-41d4-a716-446655440002,Oh,text,,,,false,,2026-04-06 08:01:37.567617+00,2026-04-06 08:01:38.204+00,
00253071-2fc4-4d8f-b4a2-615838f58d2d,550e8400-e29b-41d4-a716-446655440001,550e8400-e29b-41d4-a716-446655440002,Completed bath,text,,,,false,,2026-05-01 02:33:54.443702+00,2026-05-01 02:42:11.953+00,
002682bc-5306-4f93-9514-e2e4c603136b,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,rava,text,,,,false,,2026-02-16 06:22:41.986766+00,2026-02-16 06:22:43.251+00,
002f49e7-d18b-4612-9f52-b59115141d7d,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,"i got a dream re' u and i went to bring vegetables , u stood in a row u are first and iwas standing last, we both are like strangers not much close in tht dream , u got a call from mom u went home. i was alone",text,,,,false,,2026-03-21 00:00:57.980549+00,2026-03-21 05:51:31.062+00,
0033a183-3812-4248-a603-5982a72b53c4,550e8400-e29b-41d4-a716-446655440001,550e8400-e29b-41d4-a716-446655440002,i can unless its illegal,text,,,,false,,2026-04-13 11:25:20.2467+00,2026-04-13 11:25:20.699+00,
00393a07-6d43-4c04-812c-20b6ff8a39f7,550e8400-e29b-41d4-a716-446655440001,550e8400-e29b-41d4-a716-446655440002,"{""candidate"":""candidate:217764771 1 tcp 1518214911 192.168.80.1 9 typ host tcptype active generation 0 ufrag SVji network-id 2"",""sdpMid"":""1"",""sdpMLineIndex"":1,""usernameFragment"":""SVji""}",ice_candidate,,,,false,,2026-02-14 14:30:43.125232+00,2026-02-14 15:30:40.869+00,
003c8b1c-3393-490b-8386-5309ae821173,550e8400-e29b-41d4-a716-446655440001,550e8400-e29b-41d4-a716-446655440002,https://mihtycztbooxfxliqvmi.supabase.co/storage/v1/object/public/chat-files/550e8400-e29b-41d4-a716-446655440001/1773628871492.jpg,image,https://mihtycztbooxfxliqvmi.supabase.co/storage/v1/object/public/chat-files/550e8400-e29b-41d4-a716-446655440001/1773628871492.jpg,1000169483.jpg,2403202,false,,2026-03-16 02:41:14.224437+00,2026-03-16 02:41:16.093+00,
003cde67-483d-4717-b909-3a4e6b7023c3,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,timeeeeeeeeeeeeeeeeeeeee,text,,,,false,,2026-02-16 06:38:05.040876+00,2026-02-16 06:38:05.965+00,
003e63b3-8e7a-49eb-ae3d-036f8d126e3c,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,ough,text,,,,false,,2026-04-05 08:58:13.7872+00,2026-04-05 08:58:11.817+00,
004038d0-d421-406b-8a90-17faaacc4b5c,550e8400-e29b-41d4-a716-446655440001,550e8400-e29b-41d4-a716-446655440002,"Jk ",text,,,,false,,2026-02-23 15:01:51.583188+00,2026-02-23 15:01:53.509+00,
0040fb8e-8a10-4ae5-ab9d-6d4e89196e2c,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,"oka green organism it looked like crocodile +chameleon  , i was ",text,,,,false,,2026-04-09 01:21:50.458951+00,2026-04-09 01:25:13.166+00,
00424048-c68a-4825-b310-7f4bb4aef691,550e8400-e29b-41d4-a716-446655440001,550e8400-e29b-41d4-a716-446655440002,bagundhi kada,text,,,,false,,2026-04-10 16:47:30.994418+00,2026-04-10 16:47:31.794+00,
0044b9c0-80c4-4efc-ad62-e079eee61e55,550e8400-e29b-41d4-a716-446655440001,550e8400-e29b-41d4-a716-446655440002,"I think I saw that beside boy ",text,,,,false,,2026-04-12 11:56:58.7325+00,2026-04-12 11:57:29.914+00,65ccb615-809d-4401-869c-e116585c66a7
0046ac7f-e371-4e8f-9c96-47bf7046a288,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,"{""candidate"":""candidate:2503033698 1 udp 2122194687 192.168.80.1 57960 typ host generation 0 ufrag CkHb network-id 2"",""sdpMid"":""1"",""sdpMLineIndex"":1,""usernameFragment"":""CkHb""}",ice_candidate,,,,false,,2026-02-15 08:51:47.884692+00,2026-02-15 08:51:48.818+00,
0046c8f7-5a37-47da-a1f9-1921b78fe1fe,550e8400-e29b-41d4-a716-446655440001,550e8400-e29b-41d4-a716-446655440002,Make a wish,text,,,,false,,2026-04-28 17:41:17.114292+00,2026-04-28 17:41:18.19+00,
004869a1-e7aa-4966-92a1-b42fd876fc3e,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,i know my death date also odd,text,,,,false,,2026-05-05 04:59:53.772318+00,2026-05-05 05:08:33.671+00,
00498fe3-db59-40d4-a132-f2a4a42a6f71,550e8400-e29b-41d4-a716-446655440001,550e8400-e29b-41d4-a716-446655440002,"{""candidate"":""candidate:3410978035 1 udp 1685855999 49.206.41.207 48373 typ srflx raddr 192.168.0.106 rport 52823 generation 0 ufrag nhSd network-id 4 network-cost 10"",""sdpMid"":""1"",""sdpMLineIndex"":1,""usernameFragment"":""nhSd""}",ice_candidate,,,,false,,2026-02-18 14:04:57.375067+00,2026-02-18 15:13:47.088+00,
004bae32-5d64-4a26-8abc-25c1f256e2a1,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,i m a soft hearted girl,text,,,,false,"[""🥲""]",2026-02-28 17:41:05.959238+00,2026-02-28 17:58:27.691+00,
004d024b-9e1a-4807-a697-e88122acece0,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,go,text,,,,false,,2026-03-22 07:02:54.546377+00,2026-03-22 07:02:53.236+00,
004db3f3-5ce8-496d-b81d-f4c238999413,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,When,text,,,,false,,2026-02-27 15:41:19.331145+00,2026-02-27 15:41:18.393+00,
004f19d8-95c4-470d-a091-e9b49f682cad,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,please re say anything,text,,,,false,,2026-03-26 17:53:40.091631+00,2026-03-26 17:53:39.992+00,
004f3a56-9847-4fc0-9e8b-f7c108399ad9,550e8400-e29b-41d4-a716-446655440001,550e8400-e29b-41d4-a716-446655440002,https://mihtycztbooxfxliqvmi.supabase.co/storage/v1/object/public/chat-files/550e8400-e29b-41d4-a716-446655440001/1776193282832.png,image,https://mihtycztbooxfxliqvmi.supabase.co/storage/v1/object/public/chat-files/550e8400-e29b-41d4-a716-446655440001/1776193282832.png,Screenshot 2026-04-15 003103.png,298714,false,"[""❤️""]",2026-04-14 19:01:24.941171+00,2026-04-14 19:01:26.063+00,
004f501f-75c4-49a2-b37c-5948aef1adea,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,good,text,,,,false,,2026-02-24 09:42:15.189983+00,2026-02-24 09:42:12.611+00,
0051679e-f7e9-490f-9510-7b49eca3238b,550e8400-e29b-41d4-a716-446655440001,550e8400-e29b-41d4-a716-446655440002,now say,text,,,,false,,2026-04-23 09:27:27.362307+00,2026-04-23 09:27:27.859+00,
0051a5cc-d35f-4834-91ae-ca016ecdca16,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,"I'm home ",text,,,,false,,2026-04-30 14:31:40.122937+00,2026-04-30 14:39:13.181+00,
0053129b-66f7-4eaa-aa30-0adb8e08200b,550e8400-e29b-41d4-a716-446655440001,550e8400-e29b-41d4-a716-446655440002,🙃 i misee ur heyluv text,text,,,,false,,2026-03-15 13:52:04.498312+00,2026-03-15 13:52:05.425+00,
00539bff-77af-4ed4-8cfa-38435b8886c9,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,Chesa,text,,,,false,,2026-04-19 16:46:07.326095+00,2026-04-19 16:46:07.685+00,
0053f8c1-e7cc-4fea-91f2-afeedcbabc6b,550e8400-e29b-41d4-a716-446655440001,550e8400-e29b-41d4-a716-446655440002,"Yes ",text,,,,false,,2026-04-06 03:57:14.562288+00,2026-04-06 03:57:14.999+00,
005705fb-1ff6-454c-9a47-841c2d8416bc,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,to sleep,text,,,,false,,2026-03-06 20:34:15.558966+00,2026-03-06 20:34:15.697+00,
0058bc1e-5649-40fa-a9f6-7bd5effaea07,550e8400-e29b-41d4-a716-446655440001,550e8400-e29b-41d4-a716-446655440002,sare em kaadu from now 5 days,text,,,,false,,2026-03-06 18:25:24.385642+00,2026-03-06 18:25:29.108+00,
005b023d-6f50-4254-a5fb-e16c1c398518,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,i can do alot but im not doing,text,,,,false,,2026-04-07 14:23:59.677021+00,2026-04-07 14:23:57.528+00,
005cd836-1370-4be9-9422-2bdfa2b1d138,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,Sarew,text,,,,false,,2026-05-02 11:53:30.574568+00,2026-05-02 11:53:31.765+00,fde50a7c-ffb6-4c40-91e5-5bd7a4a2a6fd
005d79b1-a586-4acc-8eee-45e69832e26b,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,tmr mom?,text,,,,false,,2026-04-05 07:12:23.271322+00,2026-04-05 07:12:21.962+00,
005ef501-278c-4ba9-a95d-84bc5b0c09b8,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,💗,text,,,,false,,2026-03-14 04:12:42.743888+00,2026-03-14 04:20:44.915+00,
005f056d-758d-4ea6-aae9-3aaf85a0cbb8,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,"{""candidate"":""candidate:1406636507 1 udp 2122265343 fd01::d906:8665:aa3d:44cb 41918 typ host generation 0 ufrag CuuV network-id 5 network-cost 10"",""sdpMid"":""0"",""sdpMLineIndex"":0,""usernameFragment"":""CuuV""}",ice_candidate,,,,false,,2026-02-14 17:41:09.181597+00,2026-02-14 17:42:28.719+00,
00606099-e305-4364-810f-cfb3b371d6d0,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,"{""candidate"":""candidate:3557362699 1 udp 2122134271 fd01::b60d:4ae0:82f1:fa61 62465 typ host generation 0 ufrag Ks23 network-id 4 network-cost 10"",""sdpMid"":""0"",""sdpMLineIndex"":0,""usernameFragment"":""Ks23""}",ice_candidate,,,,false,,2026-02-15 09:01:19.790704+00,2026-02-15 09:01:36.845+00,
00621098-c9e4-45ee-94f0-2f48e14f690d,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,"but how can she say talk ",text,,,,false,,2026-04-08 08:22:22.169528+00,2026-04-08 08:22:20.611+00,
00627dbf-90f3-43ce-a926-3986e6cdcf99,550e8400-e29b-41d4-a716-446655440001,550e8400-e29b-41d4-a716-446655440002,Dad asked did u made curd extract milk lukewarm etc,text,,,,false,,2026-02-19 14:53:30.574183+00,2026-02-19 14:53:31.655+00,
00683838-ca9f-4a2c-8ee2-ffabf92316ab,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,https://media1.giphy.com/media/v1.Y2lkPTdjNTIzZGVldTBicTZ0OWl3MDdreDVpajhmOGd6dm93amJwd3Y4YXltYWJweXc1diZlcD12MV9naWZzX3NlYXJjaCZjdD1n/u0pZwFZekCClOhLpKj/giphy.gif,image,,,,false,,2026-03-14 09:37:29.408933+00,2026-03-14 09:37:26.593+00,
0068eba1-9b34-4d83-bb2f-d5c5bc282528,550e8400-e29b-41d4-a716-446655440001,550e8400-e29b-41d4-a716-446655440002,luvuuuuuu,text,,,,false,,2026-03-29 10:20:48.268109+00,2026-03-29 10:20:49.426+00,
0068f03f-1bb7-48eb-82ec-5ea533ddfe81,550e8400-e29b-41d4-a716-446655440001,550e8400-e29b-41d4-a716-446655440002,"Kya hua ",text,,,,false,,2026-04-09 20:28:38.878104+00,2026-04-09 20:28:39.489+00,
0069fc11-0a27-4916-935b-bbdf25027534,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,yes,text,,,,false,,2026-02-15 05:50:55.156755+00,2026-02-15 05:50:54.84+00,
006b26b7-62ab-4a40-8dbb-3398ef5b923f,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,ididnt get re,text,,,,false,,2026-03-09 19:56:33.255802+00,2026-03-09 19:56:32.326+00,
006cc39d-4604-437f-aaa1-7329bc05404b,550e8400-e29b-41d4-a716-446655440001,550e8400-e29b-41d4-a716-446655440002,"These days we haven't talked properly couldn't spend time together ",text,,,,false,,2026-03-02 13:22:45.429849+00,2026-03-02 13:22:48.348+00,
006d35ac-6df1-4f42-8a57-a005980356bf,550e8400-e29b-41d4-a716-446655440001,550e8400-e29b-41d4-a716-446655440002,Umm,text,,,,false,,2026-05-02 17:49:12.328477+00,2026-05-02 17:49:14.034+00,
006d454e-20e5-4fe9-9a1a-4c7ca86271d0,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,"oo ",text,,,,false,,2026-04-15 03:40:51.861502+00,2026-04-15 03:40:54.956+00,
006e749a-3bdb-4c6a-80de-ddffabeef201,550e8400-e29b-41d4-a716-446655440001,550e8400-e29b-41d4-a716-446655440002,"For dinner ",text,,,,false,,2026-03-23 13:43:56.77457+00,2026-03-23 13:43:58.822+00,
00714ba2-531d-475f-8dca-ae4d33b15f5f,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,"Driving ",text,,,,false,,2026-05-05 05:37:23.486507+00,2026-05-05 05:37:21.671+00,
0071b5a3-4d40-4f38-866d-ab2c421b7a0e,550e8400-e29b-41d4-a716-446655440001,550e8400-e29b-41d4-a716-446655440002,Call ended,call_end,,,,false,,2026-02-14 16:23:11.578726+00,2026-02-14 17:31:18.465+00,
0076fa87-d6a0-4be5-95ee-e987970fb419,550e8400-e29b-41d4-a716-446655440001,550e8400-e29b-41d4-a716-446655440002,"When is aakash timings ",text,,,,false,,2026-04-10 03:16:03.054382+00,2026-04-10 03:16:03.147+00,
007a3450-c797-48d1-a907-4285031e3698,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,and u did lot,text,,,,false,,2026-02-18 22:34:49.387785+00,2026-02-18 22:34:49.521+00,311d031c-2bd9-42da-acc1-3e7c6e2022ff
007aff66-beca-4701-bb16-681231827b5b,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,"Can we get anyone suggestion ",text,,,,false,,2026-04-22 10:01:22.901666+00,2026-04-22 10:01:23.162+00,
007b1ce8-b620-43f4-ae49-00e85098459e,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,Penetrate word makes me 😂,text,,,,false,,2026-03-18 02:45:06.275044+00,2026-03-18 02:45:50.379+00,
007d92f3-263d-489f-bf81-3297ee85bdc3,550e8400-e29b-41d4-a716-446655440002,550e8400-e29b-41d4-a716-446655440001,rithu saying in her all frnds im the one who dont go out with friends,text,,,,false,,2026-04-06 03:33:59.351647+00,2026-04-06 03:33:57.492+00,
